City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Isla Vista,US,34.4133,-119.861,67.84,32,0,0.0,clear sky
692,Lethem,GY,3.3803,-59.7968,87.98,51,97,7.0,overcast clouds
693,Tambacounda,SN,13.7539,-13.7586,104.05,9,0,6.91,clear sky
694,Kaka,TM,37.3482,59.6143,47.75,76,91,11.16,overcast clouds
695,Tete,MZ,-16.1564,33.5867,80.69,83,75,11.99,broken clouds
696,Whitehorse,CA,60.7161,-135.0538,11.8,85,75,8.05,broken clouds
697,Imbituba,BR,-28.24,-48.6703,91.29,84,48,1.25,scattered clouds
698,Lotoshino,RU,56.2267,35.6414,10.65,96,57,9.1,broken clouds
699,Mountain View,US,37.3861,-122.0838,59.56,60,0,1.01,haze
700,Gander,CA,48.9682,-54.5906,26.98,92,100,13.0,overcast clouds
701,Celestun,MX,20.8667,-90.4,74.34,73,90,18.34,overcast clouds
702,Tome,CL,-36.6167,-72.95,72.21,50,0,11.21,clear sky
703,Vanersborg,SE,58.3807,12.3234,39.72,81,75,13.8,broken clouds
704,Bangassou,CF,4.7413,22.8184,78.08,25,100,3.11,overcast clouds
705,Elizabeth City,US,36.2946,-76.2511,42.85,52,0,1.99,clear sky
706,Hamilton,US,39.1834,-84.5333,25.57,73,40,1.99,scattered clouds
707,Nikolsk,RU,53.7189,46.0712,14.67,98,100,4.25,overcast clouds
708,Cacoal,BR,-11.4386,-61.4472,83.19,80,100,5.21,overcast clouds
709,Skeldon,GY,5.8833,-57.1333,79.47,85,85,7.36,light rain
710,Pychas,RU,56.5033,52.4409,17.04,96,100,3.58,overcast clouds
711,Saint-Joseph,RE,-21.3667,55.6167,80.98,82,100,17.96,light rain
712,Yerraguntla,IN,14.6372,78.5395,74.21,77,68,6.78,broken clouds
713,Serenje,ZM,-13.2325,30.2352,61.68,97,91,2.98,overcast clouds
714,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,94,75,17.63,broken clouds
715,Kuching,MY,1.55,110.3333,77.22,94,40,0.0,light rain
716,Spring Hill,US,28.4769,-82.5255,64.9,82,100,13.8,overcast clouds
717,Nalut,LY,30.3333,10.85,61.61,18,69,8.79,broken clouds
718,Coos Bay,US,43.3665,-124.2179,48.18,96,40,9.22,scattered clouds
